Fold.IL.6.HSA	Fold.IL.6.UL	Fold.IL.6.Naive	Fold.IL.6.Nickel	Fold.Naive.Nickel	Fold HSA/Naive
15.98	12.45	15.19	-0.68	-0.980494299	-0.046183899
15.98	12.48	10.81	0.65	-0.860425353	-0.304291331
15.97	11.19	11.32	-0.57	-0.965093142	-0.27414696
15.93	13.04	17.66	-0.39	-0.967066349	0.102142734
15.93	11.21	14.33	-0.26	-0.951624846	-0.094578901
15.93	8.42	14.45	-0.4	-0.961367269	-0.087459051
15.92	20.04	12.7	0.55	-0.887005716	-0.190697249
15.92	11.74	11.18	0.32	-0.891465546	-0.279978131
15.91	11.5	9.91	-0.49	-0.953666212	-0.354783297
15.91	13.94	13.67	1.34	-0.840616422	-0.132666042
15.91	17.47	13.93	0.14	-0.923471314	-0.117217438
15.89	8.6	12.14	-0.29	-0.94588326	-0.222230773
15.88	12.2	14.84	-0.61	-0.975639255	-0.061621736
15.88	9.72	15.01	-0.23	-0.951857875	-0.051447951
15.88	12.65	11.84	0.81	-0.859148493	-0.239448305
15.85	15.15	11.89	1.41	-0.812851644	-0.234879591
15.82	12.13	11.88	1.21	-0.828521332	-0.234526931
15.82	10.34	12.09	0.22	-0.906581619	-0.221421779
15.82	8.4	11.86	0.04	-0.919058997	-0.235201808
15.81	11.92	10.85	2.26	-0.724541192	-0.294828083
15.8	17.02	14.32	-0.04	-0.937613657	-0.088288227
15.8	13.48	12.75	0.39	-0.898890575	-0.181888839
15.8	14.5	12.39	1.48	-0.814739456	-0.202590719
15.79	9.76	10.66	-0.21	-0.931910301	-0.305579398
15.78	10.04	11.55	-0.59	-0.967343273	-0.251940458
15.78	8.59	12.89	-0.28	-0.94794706	-0.172219987
15.77	10.4	13.1	0.38	-0.902477868	-0.159103024
15.77	11.72	14.36	0.13	-0.926398678	-0.08412529
15.76	14.26	10.22	0.08	-0.903309672	-0.330543525
15.75	15.33	16.78	-0.31	-0.961056728	0.061200822
15.74	9.08	12.49	0.15	-0.914736521	-0.194229296
15.74	10.81	11.28	-0.05	-0.922325131	-0.266376199
15.74	21.92	13.04	1.34	-0.833641902	-0.16091577
15.73	10.29	11.56	-0.13	-0.930676945	-0.249715067
15.73	15.58	13.61	1.51	-0.828098524	-0.127047275
15.73	19.81	11.93	0.64	-0.87307228	-0.227238126
15.73	12.49	12.42	-0.1	-0.932777017	-0.197765554
15.72	8.99	12.16	-0.16	-0.936278126	-0.212808892
15.71	9.59	11.53	-0.16	-0.932967817	-0.250187102
15.7	13.51	9.96	1.51	-0.770696576	-0.343732369
15.67	18.32	13.35	-0.06	-0.934499535	-0.138874299
15.65	9.39	13.63	-0.69	-0.978556863	-0.121369585
15.65	13.63	11.46	0.23	-0.901263287	-0.251379254
15.64	8.77	12.49	-0.4	-0.955696111	-0.189294777
15.64	17.31	12.09	0.22	-0.907176858	-0.213054825
15.63	16.88	13.87	0.13	-0.92421371	-0.106114996
15.63	11.5	10.83	1.15	-0.818077696	-0.288625042
15.62	21.12	13.32	0.27	-0.911344859	-0.138612218
15.6	17.12	11.55	0.16	-0.907492159	-0.244281208
15.6	7.68	13.29	-0.18	-0.942320421	-0.139308019
15.59	11.24	12.76	-0.01	-0.928284008	-0.170719683
15.58	14.26	13.23	0.72	-0.878948167	-0.14127756
15.55	13.01	12.33	-0.37	-0.952975061	-0.194326474
15.52	9.32	11.91	-0.42	-0.954980194	-0.218361222
15.51	15.62	15.6	-0.01	-0.940581457	0.005721982
15.51	22.82	10.53	1.59	-0.775614787	-0.301596483
15.5	10.16	15.73	-0.09	-0.945530632	0.013589311
15.5	7.96	13.32	-0.43	-0.960362627	-0.131927685
15.48	10.4	12.02	-0.34	-0.949011609	-0.210262245
15.48	14.33	13.42	-0.41	-0.958818417	-0.124653746
15.47	7.77	16.57	-0.51	-0.972105324	0.066776149
15.47	14.95	14.16	0.1	-0.927124529	-0.079907777
15.46	15.25	12.5	1.32	-0.828448223	-0.18009896
15.44	10.54	11.63	-0.24	-0.939438192	-0.231829643
15.44	10.64	14.78	-0.45	-0.964847369	-0.039954436
15.42	12.85	15.66	-0.2	-0.952223578	0.014436636
15.42	8.2	12.66	0.29	-0.905896349	-0.168213896
15.42	9.35	13.4	-0.63	-0.974321375	-0.122612852
15.41	8.63	16.04	-0.18	-0.951832313	0.037901344
15.4	16.08	10.15	0.96	-0.824408645	-0.320252292
15.4	9.06	13.96	-0.27	-0.951015737	-0.087928323
15.39	12.19	8.78	-0.2	-0.918531759	-0.403677629
15.39	15.08	11.49	2.11	-0.751343363	-0.237597687
15.38	11.84	13.35	-0.6	-0.971913653	-0.124060045
15.36	10.96	12.94	-0.25	-0.945998607	-0.148034269
15.36	13.23	13.47	0.01	-0.930290526	-0.115579549
15.35	9.76	11.33	-0.62	-0.969096939	-0.245449684
15.35	11.18	11.35	1.43	-0.803580963	-0.244408214
15.34	13.03	10.43	0.84	-0.838837847	-0.300713836
15.34	12.05	12.54	-0.56	-0.967488548	-0.171109458
15.3	22.23	9.68	2.14	-0.705798472	-0.344596929
15.3	12.62	13.09	-0.21	-0.943983959	-0.135314771
15.27	11.65	12.37	-0.56	-0.9668359	-0.178592041
15.26	7.54	10.47	-0.64	-0.968476219	-0.29469257
15.26	10.38	13.1	-0.17	-0.940813819	-0.132727177
15.26	9.81	12.57	0.61	-0.881346107	-0.165447909
15.25	19.97	12.9	0.82	-0.869371326	-0.144422926
15.24	10.82	14.45	-0.53	-0.969612465	-0.048732708
15.24	9.82	11.75	-0.3	-0.945018809	-0.214677726
15.22	15.99	12.05	-0.7	-0.977370507	-0.195752683
15.22	8.27	14.97	-0.45	-0.965377639	-0.015530007
15.21	17.66	10.13	0.66	-0.850672202	-0.313448854
15.21	17.4	13.56	0.54	-0.894232366	-0.101621511
15.19	13.7	10.29	-0.19	-0.928318734	-0.302603458
15.18	10.15	9.64	0.35	-0.872787636	-0.342689407
15.16	19.76	11.33	0.6	-0.870269812	-0.236763943
15.15	13.88	9.35	1.1	-0.79670716	-0.359283184
15.15	9.58	10.92	-0.44	-0.952789312	-0.262030649
15.14	8.84	14.35	0.5	-0.902183808	-0.048944075
15.13	16.28	14.45	-0.09	-0.941000418	-0.042592541
15.12	30.57	8.23	0.66	-0.820351233	-0.427382829
15.1	9.65	12.7	-0.59	-0.970171613	-0.149166579
15.09	7.12	10.29	0.21	-0.893133534	-0.298094655
15.09	12.44	13.38	0.05	-0.926736151	-0.106150832
15.07	9.35	15.71	-0.25	-0.955237763	0.039439031
15.07	12.83	10.84	1.15	-0.81807698	-0.263164997
15.07	15.76	13.24	1.15	-0.849004338	-0.11374613
15.05	23.89	13.4	4.72	-0.602993276	-0.102747035
15.05	15.27	10.58	-0.08	-0.920474908	-0.278385187
15.03	8.83	11.46	-0.07	-0.925420952	-0.222301483
15.03	10.08	8.47	0.16	-0.877039775	-0.409045088
15.02	12.81	7.55	0.68	-0.803577322	-0.466359594
15.02	11.77	11.88	0.12	-0.913343414	-0.1962595
15.02	13.24	10.06	0.8	-0.837658742	-0.309706541
15	11.16	13.07	0.53	-0.891234587	-0.120410175
15	15.32	14.42	0.81	-0.882591114	-0.035830658
14.99	17.58	10.78	-0.52	-0.959451808	-0.263304801
14.99	13.54	10.7	0.63	-0.860536506	-0.268276903
14.96	12.1	14.74	1.46	-0.84350657	-0.013760665
14.96	18.84	16.54	-0.66	-0.98033167	0.098994495
14.94	14.6	11.54	0.58	-0.873784109	-0.213337116
14.93	21.62	12.11	1.21	-0.831744714	-0.177212919
14.93	10.92	10.07	0.81	-0.836166826	-0.305098023
14.93	9.66	14.66	-0.34	-0.957841584	-0.016743832
14.93	13.92	10.4	2.76	-0.669973184	-0.284481388
14.93	8.89	12.42	-0.7	-0.977806796	-0.157333597
14.93	11.04	11.84	0.01	-0.921599633	-0.193733585
14.92	12.64	12.66	0.73	-0.873699624	-0.142333607
14.92	13.19	10.83	0.88	-0.841118273	-0.257171075
14.92	10.24	13.16	0.08	-0.924057104	-0.110360279
14.9	12.04	11.4	1.54	-0.795062062	-0.220418672
14.88	15.4	11.04	1.48	-0.794188674	-0.242026209
14.87	13.27	6.88	-0.5	-0.936635379	-0.503343417
14.87	18.32	12.18	2.19	-0.757729632	-0.169340972
14.86	17.29	13.43	1.84	-0.803401479	-0.08981298
14.84	10.97	11.17	0.37	-0.887663631	-0.231918176
14.83	14.64	11.1	0.55	-0.872226437	-0.235263597
14.82	16.86	12.25	0.22	-0.908017279	-0.162739813
14.81	14.63	12.29	0.07	-0.919292386	-0.159439247
14.81	7.24	12.42	0.09	-0.918703801	-0.151204723
14.79	10.77	12	1.11	-0.83736209	-0.17681457
14.79	9.89	13.54	-0.53	-0.96794819	-0.079042131
14.78	11.77	10.83	-0.55	-0.962202165	-0.250321354
14.78	8.46	11.65	-0.67	-0.974043189	-0.198710253
14.77	11.53	10.91	0.13	-0.905465865	-0.244533239
14.77	8.16	9.4	-0.38	-0.940097265	-0.340219507
14.75	15.79	12.68	1.35	-0.8281088	-0.131844517
14.75	14.69	13.13	0.66	-0.882605423	-0.103153197
14.71	7.36	8.8	0.43	-0.853789657	-0.376100773
14.71	13.46	15.1	-0.4	-0.962738197	0.02511511
14.71	9.57	10.25	-0.33	-0.940106552	-0.283788852
14.7	14.44	10.77	1.38	-0.797689081	-0.250260793
14.7	8.88	9.89	-0.02	-0.90966009	-0.306364066
14.69	22	12.13	1.54	-0.806700011	-0.163093957
14.67	8.35	9.47	-0.03	-0.906994358	-0.331811059
14.67	13.48	11.69	0.1	-0.913402701	-0.189840091
14.66	10.5	12.87	-0.33	-0.951912541	-0.114453033
14.66	15.09	10.89	0.7	-0.856735321	-0.240853495
14.66	15.11	15.02	0.27	-0.920466938	0.022893951
14.65	10.65	14.84	0.4	-0.91153688	0.012574836
14.64	9.29	15.67	-0.4	-0.964104754	0.065877755
14.6	13.71	12.75	0.56	-0.886442689	-0.118570672
14.6	10.6	15.18	0.13	-0.930398993	0.036926931
14.6	11.49	11.64	0.31	-0.896577613	-0.189865256
14.6	11.32	10.76	0.62	-0.862347895	-0.246234438
14.58	23.25	12.31	0.91	-0.856295738	-0.146078466
14.57	13.06	10.65	-0.11	-0.923778497	-0.251824163
14.57	11.86	13	-0.58	-0.969822549	-0.101034278
14.56	10.72	10.16	-0.46	-0.951767756	-0.282991998
14.56	11.6	13.04	0.06	-0.924455084	-0.097927069
14.56	8.48	9.66	0.03	-0.903693051	-0.314935717
14.55	9.53	13.92	-0.54	-0.969471646	-0.040691942
14.55	11.26	10.66	-0.67	-0.972078869	-0.2498401
14.54	9.78	13.16	-0.34	-0.953097527	-0.089079854
14.54	9.75	11.31	-0.05	-0.922847616	-0.207943399
14.53	13.13	11.09	-0.29	-0.941503114	-0.22127443
14.52	9.36	14.05	-0.07	-0.938189248	-0.030282294
14.52	9.91	14.48	0.22	-0.921017037	-0.002396686
14.51	17.19	12.19	0.93	-0.853431015	-0.149271005
14.51	22.15	10.69	1.03	-0.826574988	-0.246195978
14.5	17.31	11.92	-0.07	-0.928341349	-0.166602563
14.48	10.92	11.81	1.11	-0.835355696	-0.172466505
14.48	14.62	12.55	-0.08	-0.932466605	-0.12451987
14.48	10.98	11.5	-0.06	-0.924684475	-0.192807262
14.48	13.16	12.72	1.31	-0.831784558	-0.113727423
14.48	11.64	11.79	0.34	-0.895236727	-0.173360871
14.48	11.85	11.41	1.4	-0.806896383	-0.1981879
14.47	17.87	11.43	0.86	-0.850141556	-0.196548119
14.46	6.92	11.49	-0.05	-0.924111492	-0.192561596
14.46	6.87	10.46	-0.65	-0.969393264	-0.258636032
14.45	15.98	12.46	0.9	-0.858644636	-0.12881146
14.45	11.24	13.53	0.07	-0.926200215	-0.059761432
14.45	4.55	11.68	-0.76	-0.981386482	-0.17964628
14.44	9.99	15.53	-0.2	-0.951891067	0.070811513
14.43	9.32	10.71	-0.59	-0.96491547	-0.240830598
14.42	11.71	5.67	-0.02	-0.853234559	-0.567522501
14.42	7.37	13.18	-0.46	-0.962090746	-0.080755136
14.4	9.35	10.93	0.37	-0.885001782	-0.225404747
14.4	9.22	11.43	0.45	-0.883707176	-0.192811501
14.39	8.74	10.48	0.68	-0.85334723	-0.253959607
14.39	8.56	14.21	-0.46	-0.96435737	-0.011548242
14.38	16.35	13.71	1.05	-0.860398506	-0.043938098
14.38	18.85	12.08	1.03	-0.844985237	-0.149345482
14.37	11.86	11.74	-0.1	-0.929137028	-0.17114061
14.37	9.44	15.98	-0.51	-0.971003802	0.105242625
14.34	10.87	10.79	-0.64	-0.969901084	-0.231242831
14.34	7.65	11.96	0.12	-0.913312765	-0.155323998
14.33	8.75	13.41	-0.07	-0.935621351	-0.059786739
14.32	14.38	11.02	0.96	-0.836500278	-0.215858655
14.32	9.17	11.13	0.13	-0.906541811	-0.208405287
14.32	8.33	10.21	-0.66	-0.96998761	-0.268045152
14.31	17.98	11.62	0.81	-0.856741701	-0.176093659
14.31	13.81	15.64	-0.31	-0.958585337	0.086870247
14.3	14.91	12.64	1.41	-0.82351273	-0.108809709
14.3	11.31	10.91	0.03	-0.913880617	-0.221375204
14.29	18.07	14.32	1.07	-0.864922374	0.001671996
14.29	9.01	15.85	-0.02	-0.941723167	0.102420655
14.29	7.45	13.61	-0.4	-0.959261412	-0.044308194
14.28	13.4	14.71	-0.34	-0.957780278	0.028143259
14.28	11.26	10.35	0.91	-0.831976526	-0.257219355
14.27	10.61	12.24	-0.69	-0.976317677	-0.133198544
14.27	21.94	10.42	2.02	-0.735551869	-0.251915949
14.26	9.46	9.06	-0.35	-0.935695551	-0.341116006
14.25	6.7	13.44	-0.38	-0.957358085	-0.053214512
14.24	20.55	13.39	1.04	-0.858273459	-0.055717992
14.22	7.8	11.1	-0.43	-0.953038871	-0.204817895
14.22	9.91	11.36	1.22	-0.820308116	-0.187612121
14.2	16.38	11.97	0.7	-0.868957005	-0.146452085
14.18	11.67	12.15	0.35	-0.897389519	-0.133848854
14.18	9.5	11.97	-0.67	-0.974293501	-0.145867169
14.18	17.72	15.05	-0.62	-0.976267172	0.057076904
14.17	15.66	11.15	0.74	-0.857173383	-0.198651967
14.14	9.63	10.24	-0.3	-0.937693705	-0.257312739
14.14	11.91	7.06	1.02	-0.749856803	-0.467850059
14.13	8.09	10.78	0.79	-0.847958207	-0.221682306
14.13	18.24	12.63	0.19	-0.912417149	-0.099293668
14.13	14.32	9.87	1.76	-0.746202137	-0.281546045
14.12	12.04	11.99	-0.02	-0.924700771	-0.140737488
14.12	8.72	12.14	-0.28	-0.945214546	-0.130969404
14.09	22.43	11.55	0.94	-0.845699867	-0.168102607
14.09	12.43	9.8	-0.1	-0.916231003	-0.28401801
14.08	7.2	11.21	-0.41	-0.951574612	-0.190170346
14.08	10.71	10.71	0.45	-0.875884764	-0.223087726
14.07	8.02	12.56	-0.5	-0.962985646	-0.100250099
14.05	11.62	15.94	-0.19	-0.951950485	0.125168492
14.04	13.5	9.58	0.89	-0.821299825	-0.296915089
14.04	13.53	14.09	-0.12	-0.941586235	0.003413324
14.04	9.66	12.02	0.63	-0.874933262	-0.134388588
14.03	10.55	15.84	-0.31	-0.958865974	0.120582479
14.03	18.88	9.6	0.3	-0.877011972	-0.294677178
14.02	8.41	11.57	-0.26	-0.941075391	-0.16323368
14.02	8.46	10.53	-0.33	-0.941607096	-0.232038681
14.01	10.82	12.52	0.53	-0.887124646	-0.099291158
14.01	9.49	11.25	0.62	-0.867864482	-0.184018768
13.99	8.33	10.14	-0.37	-0.943206173	-0.25693934
13.99	14.92	11.26	0.85	-0.84935288	-0.181960429
13.98	14.11	15.27	-0.23	-0.95283129	0.086145753
13.98	11.91	10.58	0.95	-0.83166582	-0.226761574
13.95	9.73	11.34	-0.12	-0.928293153	-0.174788329
13.93	20.23	13.98	0.49	-0.900501128	0.002835508
13.93	9.43	11.17	0.16	-0.904340911	-0.184868072
13.91	13.73	12.07	1.54	-0.806039904	-0.123461435
13.9	10.03	8.85	-0.21	-0.91981719	-0.338703734
13.89	12.51	13.36	2.47	-0.758123681	-0.035769814
13.89	13.91	11.05	-0.25	-0.937432476	-0.190512977
13.87	10.3	10.9	-0.43	-0.951733976	-0.199823255
13.87	11.56	11.37	-0.05	-0.923285241	-0.168178682
13.86	7.59	12.59	-0.36	-0.952556493	-0.08550077
13.85	13.31	14.43	0.8	-0.883387435	0.038966234
13.84	17.05	13.45	-0.2	-0.944304853	-0.026593631
13.84	16.61	10.21	2.73	-0.66758716	-0.244577577
13.84	18.12	12.75	1.27	-0.835068664	-0.073631789
13.83	8.93	16.61	-0.71	-0.983672378	0.187659549
13.83	16.29	12.01	0.48	-0.886501695	-0.122314626
13.82	8.24	14.85	-0.29	-0.955028626	0.06908234
13.82	9.23	10.5	0.37	-0.880770266	-0.223918229
13.82	6.36	9.48	-0.13	-0.91731152	-0.292633792
13.81	12.82	10.88	0.76	-0.852134238	-0.197777096
13.79	11.22	8.54	-0.36	-0.93293702	-0.355023942
13.78	20.77	12.66	0.85	-0.864422955	-0.075367799
13.76	7.84	10.74	0.91	-0.837118355	-0.204545468
13.76	7.35	8.65	-0.08	-0.90454008	-0.346227028
13.76	18.14	10.46	1.06	-0.820030025	-0.223596119
13.75	7.26	13.7	-0.7	-0.979608847	-0.003509339
13.75	13.94	11.15	0.64	-0.86509831	-0.175683239
13.74	9.9	14.42	-0.48	-0.966025849	0.045684119
13.74	16.11	10.86	0.51	-0.872625358	-0.195324364
13.73	8.37	12.33	-0.28	-0.945920119	-0.095440247
13.72	17.54	19.06	0.13	-0.943578154	0.362325029
13.71	9.12	12.78	-0.3	-0.949048839	-0.062974234
13.7	17.92	11.09	3.16	-0.655639288	-0.177314756
13.69	13.73	11.32	0.02	-0.917272794	-0.161192933
13.69	5.79	11.52	-0.14	-0.931546226	-0.14759441
13.69	10.45	10.45	-0.02	-0.914156997	-0.220141544
13.68	14.28	11.82	-0.08	-0.928561796	-0.126798533
13.68	7.43	11.97	-0.42	-0.955572703	-0.116655474
13.68	13.64	13.91	-0.11	-0.940614294	0.016170577
13.67	12.36	14.05	-0.18	-0.945442136	0.025941713
13.67	9.38	9.27	-0.11	-0.913667425	-0.300158283
13.65	7	14.33	-0.7	-0.980438135	0.046261437
13.65	12.78	12.57	1.08	-0.846521464	-0.073094165
13.64	9.62	9.01	-0.35	-0.935171545	-0.316639444
13.64	11.86	11.34	0.81	-0.853135435	-0.157186429
13.64	7.83	12.39	-0.41	-0.956079367	-0.08566882
13.64	8.45	10.43	0.05	-0.9079526	-0.219117127
13.62	12.96	10.78	-0.63	-0.968911514	-0.194635873
13.62	25.33	11.46	0.51	-0.878562223	-0.147789776
13.61	12.74	10.81	-0.06	-0.920224898	-0.191769824
13.61	10.67	14.28	-0.25	-0.951062947	0.046059699
13.59	12.42	11.5	1.54	-0.796451076	-0.143410678
13.58	19.31	12.95	0.47	-0.894493545	-0.043125353
13.57	15.21	9.74	-0.07	-0.913703373	-0.262569557
13.57	9.93	14.86	-0.36	-0.959679282	0.088452702
13.56	10.37	13.53	-0.06	-0.935324967	-0.00228297
13.56	13.7	10.16	0.76	-0.842307925	-0.233540584
13.56	29.82	9.11	3.45	-0.559938026	-0.305463511
13.55	19.99	9.78	2.33	-0.691042404	-0.259420518
13.55	6.67	12.88	-0.53	-0.965897798	-0.045561003
13.53	15.3	7.58	1.5	-0.708309764	-0.409365534
13.53	8.62	9.87	0.15	-0.894239119	-0.251389767
13.49	12.75	12.15	-0.08	-0.930293033	-0.092304435
13.49	14.62	11.77	-0.49	-0.960077513	-0.118789356
13.48	9.73	12.43	1.15	-0.84016613	-0.072795694
13.48	11.73	10.91	1.38	-0.79990868	-0.177257137
13.48	12.75	8.42	-0.25	-0.920507396	-0.349199608
13.47	7.36	9.71	-0.15	-0.920931169	-0.259705301
13.46	7.17	11.24	0.24	-0.898815726	-0.153540694
13.44	6.46	11.56	-0.44	-0.955304787	-0.13006134
13.43	7.23	12.38	-0.35	-0.951527003	-0.073061366
13.42	12.33	9.83	1.15	-0.801608827	-0.24887174
13.41	10.24	13.1	0.15	-0.918685013	-0.021460778
13.4	12.27	13.94	0.65	-0.889793665	0.037819171
13.39	16.97	9.34	0.63	-0.841966353	-0.281480522
13.39	12.92	11.5	-0.12	-0.929379383	-0.131652584
13.38	7.76	8.52	0.26	-0.867728881	-0.337487086
13.36	7.97	10.33	-0.27	-0.935879109	-0.210805621
13.36	7	11.35	-0.52	-0.960844915	-0.140329646
13.36	13.84	11.33	-0.54	-0.962684119	-0.141566667
13.36	7.79	8.61	-0.47	-0.944359692	-0.330619246
13.36	9.19	9.09	-0.58	-0.958620377	-0.296914928
13.35	11.75	10.14	0.33	-0.880844119	-0.223815634
13.34	9.44	10.83	-0.51	-0.95819562	-0.17537724
13.34	9.37	12.08	-0.49	-0.961304322	-0.08793461
13.34	6.25	9.48	-0.56	-0.957826219	-0.26958777
13.34	12.87	10.14	0.41	-0.87348951	-0.223233174
13.34	11.3	11.41	1.35	-0.810252335	-0.134760142
13.33	16.71	13.64	0.76	-0.879500304	0.021639971
13.33	10.11	11.39	-0.22	-0.936897325	-0.135601921
13.33	8.94	11.77	-0.07	-0.92750809	-0.108527529
13.32	11.11	11.49	-0.16	-0.932786991	-0.127792415
13.31	19.04	12.12	0.81	-0.861820366	-0.083619021
13.31	13.73	8.25	0.51	-0.837193154	-0.353608538
13.29	8.55	10.44	-0.68	-0.971734402	-0.199268162
13.29	10.78	10.03	0.68	-0.847648582	-0.228233423
13.29	8.67	9.92	0.48	-0.864792246	-0.23551262
13.28	10.03	12.12	0.06	-0.919074864	-0.081475234
13.27	7.81	9.52	-0.29	-0.932238374	-0.262478461
13.27	16.02	11.21	0.05	-0.913719436	-0.144115561
13.26	10.72	10.03	0.99	-0.819516583	-0.227080801
13.26	8.69	11.14	-0.38	-0.948970226	-0.14841925
13.26	12.18	8.75	0.98	-0.797273647	-0.315977797
13.26	11.84	11.64	1.17	-0.828211107	-0.113336751
13.26	13.97	10.01	1.13	-0.806253093	-0.227847347
13.26	6.36	10.02	-0.11	-0.918798085	-0.227151894
13.26	16.63	12.48	1.37	-0.824422127	-0.054622123
13.25	11.48	10.43	-0.39	-0.946799455	-0.198085898
13.25	13.29	13.02	0.35	-0.90344112	-0.015746251
13.22	18.38	11.59	0.76	-0.860103401	-0.115058636
13.22	15.38	12.31	1.7	-0.796725949	-0.064489584
13.22	6.79	13.99	-0.65	-0.97652516	0.054036367
13.22	13.12	11.93	0.75	-0.864341895	-0.090616349
13.21	12.04	12.34	0.78	-0.866581293	-0.061484849
13.2	11.66	10.3	1.27	-0.798981644	-0.204636441
13.19	10.54	9.85	0.71	-0.84246741	-0.235300086
13.18	13.55	13.44	1.2	-0.847903654	0.018201294
13.18	8.73	13.08	-0.47	-0.962056546	-0.006822878
13.17	11.11	11.76	0.6	-0.874907596	-0.099219427
13.16	10.27	9.24	0.97	-0.808131682	-0.276841592
13.16	11.79	7.01	0.28	-0.84022522	-0.434191201
13.14	16.38	12.6	0.89	-0.861194121	-0.038206525
13.14	10.74	10.61	0.68	-0.85508907	-0.179072661
13.13	9.16	10.02	0.46	-0.8672895	-0.219580722
13.11	12.43	14.85	-0.07	-0.941510952	0.123922288
13.1	13.26	9.67	0.88	-0.823872682	-0.243751486
13.1	6.17	10.8	-0.33	-0.943256073	-0.16300342
13.07	18.16	11.03	0.52	-0.873980846	-0.144803624
13.07	12.05	10.27	0.64	-0.854213255	-0.199173702
13.06	10.12	11.97	-0.28	-0.94487298	-0.077004934
13.05	9.49	11.18	0.25	-0.897105711	-0.132798323
13.03	10.77	6.91	-0.43	-0.928471005	-0.436675953
13.03	7.83	10.01	-0.52	-0.955994387	-0.215576647
13.03	9.17	9.95	-0.53	-0.957083373	-0.219785115
13.03	11.08	11.74	-0.11	-0.930412792	-0.091716049
13.03	8.4	10.76	-0.71	-0.975291746	-0.161497582
13.03	14.08	7.67	1.74	-0.684229724	-0.382005273
13.02	8.56	10.94	-0.39	-0.948998147	-0.148430806
13.02	10.02	10.04	-0.13	-0.92121243	-0.212329816
13.02	11.52	8.59	1.59	-0.729469277	-0.316147324
13.01	11.52	11.26	0.39	-0.886331193	-0.124977067
13.01	6.65	11.71	-0.35	-0.949064934	-0.092600561
13.01	11.52	9.86	0.84	-0.830661848	-0.225055523
13	8.6	10.02	-0.64	-0.967293349	-0.21254591
13	8.19	9.74	-0.55	-0.958162252	-0.232689651
12.99	8.21	10.77	-0.09	-0.92289398	-0.15865756
12.99	13.35	11.36	2.02	-0.755968628	-0.116333987
12.99	7.24	9.47	0.12	-0.892715395	-0.251072591
12.98	12.42	9.72	1.09	-0.804640506	-0.233140497
12.97	13.18	12.44	0.32	-0.901440874	-0.037951908
12.97	9.17	11.81	-0.62	-0.970664775	-0.082885617
12.97	8.78	9.44	-0.16	-0.91999233	-0.252396377
12.96	9.66	9.01	-0.55	-0.955342669	-0.282672173
12.96	11.07	10.69	0.6	-0.862774824	-0.16264387
12.96	6.66	11.12	-0.06	-0.922807665	-0.131209485
12.94	13.98	13.12	-0.56	-0.96849513	0.013042543
12.94	7.21	12.25	-0.6	-0.969939952	-0.049617215
12.93	8.07	7.82	-0.54	-0.947842141	-0.366683025
12.93	7.9	11.21	0.22	-0.900359813	-0.123330892
12.92	10.34	10.63	-0.2	-0.930969717	-0.164964149
12.92	8.78	10.33	-0.25	-0.934013585	-0.185975075
12.9	6.49	11.35	-0.62	-0.969069831	-0.111744897
12.9	11.31	9.5	-0.25	-0.928854476	-0.244561486
12.9	13.49	9.17	2.25	-0.680499594	-0.267973491
12.9	10.61	10.97	-0.65	-0.97093247	-0.13867852
12.88	8.45	10.82	-0.28	-0.939105158	-0.14852539
12.87	11.93	10.73	0.57	-0.86580249	-0.15466376
12.86	11.42	10.72	-0.02	-0.916365622	-0.154606116
12.86	15.24	10.78	0.75	-0.851632267	-0.1502461
12.83	9.31	11.16	-0.22	-0.936187005	-0.120576636
12.82	10.47	10.86	0.86	-0.843372687	-0.141935015
12.82	11	10.35	-0.14	-0.92410531	-0.17824697
12.81	12.98	10.32	0.56	-0.861869199	-0.180396612
12.81	18.53	11.64	0.59	-0.874044211	-0.084337943
12.79	9.48	7.5	-0.17	-0.901942597	-0.383842606
12.77	8.31	16.36	-0.46	-0.96884054	0.260591969
12.77	9.03	10.2	-0.62	-0.965831692	-0.18682752
12.77	11.55	9.58	0.05	-0.900496185	-0.231748899
12.76	11.24	10.79	1.68	-0.772698253	-0.143747539
12.76	7.32	9.61	1.27	-0.78625134	-0.228964299
12.76	11.74	12.59	0.83	-0.865526056	-0.011946307
12.76	9.99	10.18	-0.53	-0.958098783	-0.187004901
12.75	12.62	9.89	-0.58	-0.961356924	-0.20834181
12.74	10.53	12.22	-0.08	-0.930552097	-0.037811474
12.73	8.09	11.16	-0.28	-0.940521547	-0.114414955
12.73	11.06	11.14	-0.54	-0.962419307	-0.116125231
12.73	6.39	10.87	0.03	-0.912915133	-0.135270678
12.73	12.79	10.88	-0.73	-0.977493364	-0.134175574
12.72	8.75	10.69	0.05	-0.90994409	-0.148359253
12.71	12.69	11.78	0.39	-0.891609123	-0.067677379
12.69	13.43	11.1	1.32	-0.807917381	-0.116410565
12.68	18.26	8.07	0.15	-0.872950859	-0.336740176
12.68	10.51	12.85	0.77	-0.872493479	0.012411076
12.68	9.34	10.99	-0.06	-0.921397391	-0.123428161
12.67	16.42	11.15	0.88	-0.845057387	-0.111144151
12.65	8.55	11.27	-0.5	-0.95925638	-0.101346091
12.64	10.44	9.83	-0.28	-0.933913454	-0.206386867
12.64	11.3	11.43	0.44	-0.884501824	-0.088724267
12.63	8.07	8.33	1.07	-0.777857056	-0.315418205
12.62	7.61	10.7	0.47	-0.874273721	-0.140337639
